year,price,transmission,mileage,fuelType,engineSize
2017,18495.0,Semi-Auto,41857.0,Diesel,2.1
2016,18349.0,Semi-Auto,22000.0,Diesel,2.1
2017,22480.0,Semi-Auto,19560.0,Diesel,2.1
2016,19999.0,Automatic,23905.0,Diesel,2.1
2019,19980.0,Semi-Auto,14379.0,Petrol,1.5
2019,26427.0,Automatic,13888.0,Diesel,2.0
2019,23995.0,Semi-Auto,15280.0,Petrol,1.5
2019,31480.0,Semi-Auto,3229.0,Diesel,2.0
2017,13900.0,Manual,20524.0,Petrol,2.0
2019,25389.0,Semi-Auto,2000.0,Petrol,1.5
2019,20980.0,Semi-Auto,12794.0,Diesel,2.0
2019,23480.0,Semi-Auto,10934.0,Petrol,1.5
2017,22980.0,Semi-Auto,29909.0,Diesel,2.1
2015,18999.0,Automatic,9793.0,Diesel,1.6
2019,29399.0,Semi-Auto,1919.0,Diesel,2.0
2017,17200.0,Automatic,20876.0,Diesel,2.1
2017,24750.0,Automatic,14776.0,Petrol,2.0
2019,28991.0,Automatic,12583.0,Diesel,2.0
2019,23995.0,Semi-Auto,10441.0,Petrol,1.5
2016,40995.0,Automatic,30187.0,Petrol,4.0
2016,14000.0,Automatic,45000.0,Diesel,2.1
2020,30500.0,Semi-Auto,199.0,Diesel,2.0
2017,21291.0,Automatic,10398.0,Petrol,2.0
2011,7999.0,Manual,64000.0,Petrol,1.8
2020,34498.0,Automatic,3000.0,Diesel,2.0
2020,33111.0,Semi-Auto,4000.0,Diesel,2.0
2017,14999.0,Manual,47106.0,Diesel,1.6
2019,30572.0,Automatic,5524.0,Petrol,1.5
2019,25549.0,Semi-Auto,15012.0,Diesel,2.0
2019,32499.0,Semi-Auto,1303.0,Petrol,1.5
2017,23572.0,Automatic,18495.0,Diesel,2.1
2016,14000.0,Automatic,45000.0,Diesel,2.1
2019,26479.0,Semi-Auto,7578.0,Petrol,1.5
2016,21000.0,Automatic,32442.0,Petrol,2.0
2016,17400.0,Automatic,27036.0,Hybrid,2.0
2016,21990.0,Automatic,35000.0,Hybrid,2.1
2016,16995.0,Automatic,20000.0,Diesel,2.1
2019,26000.0,Semi-Auto,9180.0,Diesel,2.0
2016,17699.0,Semi-Auto,43236.0,Diesel,2.1
2018,17999.0,Semi-Auto,15998.0,Diesel,2.1
2019,23849.0,Semi-Auto,15499.0,Petrol,1.5
2014,10290.0,Semi-Auto,79216.0,Diesel,2.1
2019,25980.0,Semi-Auto,8999.0,Petrol,1.5
2015,18610.0,Automatic,14750.0,Diesel,2.1
2020,39998.0,Semi-Auto,3620.0,Hybrid,2.0
2018,29498.0,Semi-Auto,6265.0,Diesel,2.0
2019,28395.0,Semi-Auto,3610.0,Petrol,2.0
2017,16767.0,Automatic,24425.0,Diesel,2.1
2019,24980.0,Semi-Auto,4737.0,Petrol,1.5
2019,24999.0,Semi-Auto,14822.0,Petrol,1.5
2018,19900.0,Automatic,20000.0,Petrol,2.0
2019,31999.0,Semi-Auto,5110.0,Petrol,2.0
2019,19999.0,Semi-Auto,14360.0,Petrol,1.5
2019,28950.0,Automatic,2950.0,Diesel,2.0
2019,23849.0,Semi-Auto,15207.0,Petrol,1.5
2016,16499.0,Automatic,22525.0,Diesel,1.6
2018,22949.0,Automatic,10577.0,Petrol,1.5
2016,17799.0,Semi-Auto,47309.0,Diesel,2.1
2016,14450.0,Semi-Auto,19598.0,Petrol,2.0
2018,22680.0,Semi-Auto,7470.0,Diesel,2.0
2018,16498.0,Semi-Auto,27342.0,Diesel,2.1
2019,27199.0,Semi-Auto,930.0,Petrol,1.5
2019,31149.0,Semi-Auto,6750.0,Diesel,2.0
2019,29000.0,Semi-Auto,2198.0,Petrol,1.5
2019,33299.0,Semi-Auto,2000.0,Diesel,2.0
2017,19000.0,Automatic,31176.0,Hybrid,2.0
2015,12995.0,Manual,22852.0,Petrol,2.0
2019,35980.0,Semi-Auto,1844.0,Diesel,2.0
2019,32980.0,Semi-Auto,7255.0,Diesel,2.0
2014,15650.0,Automatic,32000.0,Diesel,2.1
2019,24648.0,Semi-Auto,10651.0,Diesel,2.1
2016,12195.0,Automatic,94440.0,Diesel,2.1
2019,29699.0,Semi-Auto,2228.0,Petrol,1.6
2019,24595.0,Semi-Auto,15274.0,Diesel,2.0
2019,30300.0,Semi-Auto,4000.0,Diesel,1.6
2015,11200.0,Automatic,34799.0,Diesel,2.1
2019,26995.0,Automatic,12725.0,Petrol,1.5
2014,13000.0,Automatic,56346.0,Diesel,2.1
2019,24980.0,Semi-Auto,7043.0,Petrol,1.5
2020,33980.0,Semi-Auto,16.0,Diesel,2.0
2018,18899.0,Automatic,21315.0,Diesel,2.1
2017,16595.0,Automatic,29814.0,Diesel,2.1
2014,10699.0,Automatic,50179.0,Diesel,2.1
2017,17000.0,Semi-Auto,23400.0,Diesel,2.1
2019,29349.0,Semi-Auto,11561.0,Diesel,2.0
2017,25490.0,Semi-Auto,9714.0,Diesel,2.1
2014,16964.0,Automatic,20281.0,Diesel,2.1
2015,14999.0,Manual,42785.0,Diesel,2.1
2013,9490.0,Automatic,48000.0,Diesel,2.1
2020,30500.0,Semi-Auto,100.0,Diesel,2.0
2018,24750.0,Automatic,14788.0,Petrol,1.5
2017,14850.0,Manual,67000.0,Diesel,2.1
2015,17900.0,Automatic,34797.0,Diesel,2.1
2017,17999.0,Semi-Auto,37564.0,Hybrid,2.0
2018,22980.0,Semi-Auto,11827.0,Diesel,2.1
2018,24750.0,Automatic,22000.0,Diesel,2.1
2017,20490.0,Semi-Auto,50232.0,Diesel,2.1
2017,18995.0,Automatic,23606.0,Hybrid,2.0
2017,16499.0,Semi-Auto,30536.0,Petrol,2.0
2019,32998.0,Semi-Auto,4500.0,Petrol,2.0
2016,15999.0,Automatic,59211.0,Hybrid,2.0
2019,32499.0,Automatic,2767.0,Diesel,2.0
2019,27980.0,Semi-Auto,7460.0,Diesel,2.0
2019,30845.0,Automatic,2065.0,Diesel,2.0
2017,19700.0,Manual,49365.0,Diesel,2.1
2019,32199.0,Semi-Auto,2985.0,Petrol,1.5
2019,26056.0,Semi-Auto,10096.0,Petrol,1.5
2019,31276.0,Automatic,5999.0,Petrol,2.0
2017,13499.0,Manual,23001.0,Petrol,2.0
2015,13599.0,Automatic,35977.0,Petrol,2.0
2013,9685.0,Automatic,76950.0,Diesel,2.1
2017,18299.0,Automatic,50216.0,Hybrid,2.0
2019,29749.0,Semi-Auto,8559.0,Diesel,2.0
2018,19000.0,Automatic,19542.0,Petrol,2.0
2016,13412.0,Semi-Auto,54546.0,Petrol,2.0
2018,23249.0,Automatic,8724.0,Petrol,1.5
2015,12790.0,Automatic,52000.0,Diesel,2.1
2017,17800.0,Automatic,28042.0,Petrol,2.0
2019,23299.0,Manual,4289.0,Petrol,1.6
2016,17999.0,Automatic,32475.0,Diesel,2.1
2018,27649.0,Automatic,6232.0,Diesel,2.0
2016,18998.0,Automatic,26372.0,Hybrid,2.0
2016,14000.0,Automatic,45000.0,Diesel,2.1
2019,29950.0,Automatic,4951.0,Diesel,2.0
2019,24849.0,Automatic,1446.0,Petrol,1.5
2019,23999.0,Automatic,6328.0,Petrol,1.5
2013,22948.0,Automatic,39000.0,Petrol,6.2
2019,21497.0,Semi-Auto,3539.0,Diesel,1.6
2017,17488.0,Automatic,29645.0,Petrol,2.0
2019,36248.0,Automatic,1100.0,Diesel,2.0
2018,19999.0,Automatic,34008.0,Diesel,2.1
2017,42991.0,Automatic,7100.0,Petrol,4.0
2017,16495.0,Semi-Auto,34270.0,Diesel,1.6
2018,23299.0,Semi-Auto,17000.0,Diesel,2.1
2011,8894.0,Automatic,61242.0,Petrol,1.8
2018,19599.0,Semi-Auto,13053.0,Diesel,2.0
2016,16900.0,Automatic,18107.0,Diesel,2.1
2019,30500.0,Semi-Auto,4010.0,Diesel,2.0
2019,28499.0,Semi-Auto,1867.0,Petrol,2.0
2016,16999.0,Automatic,25448.0,Petrol,2.0
2017,14549.0,Semi-Auto,38085.0,Diesel,2.1
2017,15280.0,Manual,27832.0,Diesel,1.6
2019,29649.0,Semi-Auto,9809.0,Diesel,2.0
2017,17249.0,Automatic,27814.0,Petrol,2.0
2019,29099.0,Semi-Auto,8205.0,Diesel,2.0
2019,29995.0,Semi-Auto,1.0,Diesel,2.0
2016,24749.0,Automatic,21118.0,Diesel,2.1
2019,25950.0,Automatic,1090.0,Petrol,1.5
2020,35491.0,Semi-Auto,2669.0,Diesel,2.0
2018,15489.0,Manual,36000.0,Petrol,2.0
2019,25990.0,Automatic,13275.0,Diesel,2.0
2019,27850.0,Semi-Auto,10936.0,Diesel,2.0
2015,12990.0,Automatic,96000.0,Diesel,2.1
2019,33998.0,Semi-Auto,3814.0,Petrol,1.5
2019,19899.0,Semi-Auto,13690.0,Petrol,1.5
2019,35250.0,Automatic,2001.0,Diesel,2.0
2017,24990.0,Semi-Auto,22369.0,Diesel,2.1
2019,25980.0,Semi-Auto,13214.0,Petrol,1.5
2019,26876.0,Automatic,901.0,Petrol,1.5
2019,24626.0,Automatic,14923.0,Diesel,2.0
2019,23299.0,Manual,1617.0,Petrol,1.6
2015,13195.0,Automatic,51344.0,Diesel,2.1
2016,17149.0,Semi-Auto,38395.0,Diesel,2.1
2017,21697.0,Semi-Auto,28272.0,Petrol,2.0
2019,30349.0,Semi-Auto,438.0,Petrol,2.0
2019,24499.0,Semi-Auto,3984.0,Petrol,1.5
2019,29339.0,Semi-Auto,1000.0,Petrol,1.5
2016,16699.0,Automatic,26544.0,Diesel,2.1
2019,26530.0,Automatic,3995.0,Diesel,1.6
2020,34790.0,Automatic,2653.0,Diesel,2.0
2018,29199.0,Semi-Auto,9381.0,Diesel,2.0
2013,9995.0,Automatic,44900.0,Petrol,1.6
2015,12295.0,Automatic,81940.0,Hybrid,2.1
2019,26099.0,Semi-Auto,5433.0,Petrol,1.5
2019,33995.0,Semi-Auto,18.0,Petrol,2.0
2017,45480.0,Semi-Auto,11018.0,Petrol,4.0
2017,17900.0,Automatic,33265.0,Diesel,2.1
2017,20995.0,Semi-Auto,33000.0,Diesel,2.1
2016,15498.0,Semi-Auto,73582.0,Diesel,2.1
2018,21449.0,Semi-Auto,2684.0,Petrol,1.5
2015,12990.0,Automatic,87000.0,Diesel,2.1
2016,17590.0,Automatic,32719.0,Diesel,1.6
2019,28589.0,Semi-Auto,7075.0,Diesel,2.0
2019,29649.0,Semi-Auto,2874.0,Diesel,2.0
2014,15495.0,Semi-Auto,38544.0,Diesel,2.1
2017,16798.0,Automatic,37158.0,Diesel,2.1
2019,20449.0,Semi-Auto,13810.0,Diesel,2.0
2019,31449.0,Semi-Auto,1000.0,Diesel,1.6
2019,25799.0,Semi-Auto,7144.0,Petrol,1.5
2019,30690.0,Automatic,4721.0,Diesel,2.0
2016,18495.0,Semi-Auto,30000.0,Hybrid,2.1
2019,24039.0,Manual,1066.0,Petrol,1.6
2019,20449.0,Semi-Auto,13865.0,Diesel,2.0
2017,14690.0,Manual,41814.0,Diesel,1.6
2015,19780.0,Automatic,15629.0,Diesel,2.1
2019,26999.0,Semi-Auto,6155.0,Diesel,2.0
2018,27991.0,Semi-Auto,5386.0,Diesel,2.1
2019,26499.0,Semi-Auto,3798.0,Petrol,1.5
2019,30599.0,Semi-Auto,4272.0,Petrol,2.0
2016,21495.0,Semi-Auto,16723.0,Diesel,2.1
2014,20495.0,Automatic,10.0,Diesel,2.1
2015,14999.0,Automatic,34278.0,Diesel,2.1
2017,19971.0,Semi-Auto,28735.0,Diesel,2.1
2019,29699.0,Semi-Auto,1906.0,Petrol,1.5
2019,32199.0,Automatic,5511.0,Diesel,2.0
2013,8795.0,Manual,75067.0,Diesel,2.1
2015,10995.0,Semi-Auto,58734.0,Diesel,2.1
2019,36420.0,Automatic,6650.0,Diesel,1.6
2019,29299.0,Semi-Auto,5806.0,Petrol,2.0
2017,37946.0,Automatic,24711.0,Petrol,4.0
2019,20399.0,Semi-Auto,14111.0,Diesel,2.0
2016,17799.0,Semi-Auto,23000.0,Diesel,2.1
2019,26990.0,Automatic,2368.0,Petrol,2.0
2017,13900.0,Manual,47608.0,Diesel,2.1
2019,25389.0,Semi-Auto,1839.0,Petrol,1.5
2014,16450.0,Semi-Auto,27032.0,Diesel,2.1
2019,29480.0,Semi-Auto,11064.0,Diesel,2.0
2019,29399.0,Semi-Auto,8545.0,Diesel,2.0
2019,34890.0,Automatic,21927.0,Petrol,3.0
2019,26980.0,Semi-Auto,11423.0,Diesel,2.0
2015,13999.0,Semi-Auto,53000.0,Diesel,2.1
2015,14795.0,Automatic,109050.0,Hybrid,2.1
2019,34299.0,Semi-Auto,3938.0,Diesel,2.0
2017,19399.0,Automatic,47053.0,Diesel,2.1
2017,23290.0,Automatic,23183.0,Diesel,2.1
2019,25749.0,Semi-Auto,13894.0,Diesel,2.0
2018,24499.0,Semi-Auto,9304.0,Diesel,1.6
2017,20022.0,Semi-Auto,35214.0,Diesel,2.1
2016,17280.0,Semi-Auto,44335.0,Diesel,2.1
2014,21495.0,Automatic,56444.0,Petrol,6.2
2018,14900.0,Automatic,33805.0,Diesel,2.1
2016,15999.0,Automatic,66077.0,Hybrid,2.0
2019,31450.0,Semi-Auto,5104.0,Diesel,2.0
2017,22691.0,Automatic,21210.0,Hybrid,2.0
2018,45895.0,Semi-Auto,41083.0,Petrol,4.0
2017,23980.0,Automatic,24265.0,Diesel,2.1
2017,18998.0,Semi-Auto,28808.0,Diesel,2.1
2017,21499.0,Semi-Auto,14750.0,Petrol,2.0
2017,59740.0,Automatic,21800.0,Petrol,4.0
2019,27199.0,Semi-Auto,5926.0,Diesel,2.0
2017,18995.0,Semi-Auto,40400.0,Hybrid,2.0
2018,25280.0,Automatic,4944.0,Diesel,2.1
2016,19599.0,Semi-Auto,68770.0,Hybrid,2.1
2019,30900.0,Automatic,8000.0,Petrol,1.5
2019,17999.0,Automatic,9683.0,Petrol,1.5
2018,46900.0,Automatic,1977.0,Petrol,4.0
2019,29480.0,Semi-Auto,34.0,Petrol,1.5
2017,21449.0,Semi-Auto,35782.0,Diesel,2.1
2019,19980.0,Semi-Auto,14203.0,Petrol,1.5
2019,25849.0,Semi-Auto,13158.0,Diesel,2.0
2019,24244.0,Automatic,10804.0,Petrol,1.5
2016,18300.0,Automatic,26239.0,Diesel,2.1
2017,19999.0,Semi-Auto,47000.0,Diesel,2.1
2019,30990.0,Automatic,151.0,Diesel,2.0
2019,24299.0,Semi-Auto,9063.0,Diesel,2.0
2017,19490.0,Semi-Auto,31326.0,Diesel,2.1
2014,12990.0,Automatic,76000.0,Diesel,2.1
2015,14800.0,Automatic,70000.0,Diesel,2.1
2019,31609.0,Semi-Auto,1000.0,Diesel,2.0
2018,27980.0,Automatic,2075.0,Petrol,1.5
2019,34790.0,Automatic,3000.0,Diesel,2.0
2016,17500.0,Automatic,23112.0,Diesel,2.1
2019,25299.0,Semi-Auto,10211.0,Petrol,1.5
2017,15700.0,Automatic,19023.0,Diesel,2.1
2019,29299.0,Semi-Auto,2905.0,Diesel,2.0
2018,25748.0,Automatic,5454.0,Diesel,2.1
2017,21220.0,Semi-Auto,32228.0,Diesel,2.1
2015,16998.0,Semi-Auto,66796.0,Hybrid,2.1
2019,30490.0,Automatic,5144.0,Diesel,2.0
2015,12000.0,Automatic,40005.0,Diesel,2.1
2016,21999.0,Semi-Auto,20801.0,Diesel,2.1
2019,26500.0,Semi-Auto,3000.0,Diesel,1.6
2019,25495.0,Semi-Auto,12382.0,Petrol,1.5
2019,23549.0,Semi-Auto,17549.0,Petrol,1.5
2015,15990.0,Semi-Auto,55226.0,Diesel,2.1
2019,27990.0,Automatic,6500.0,Diesel,2.0
2019,49499.0,Semi-Auto,358.0,Petrol,3.0
2019,29500.0,Semi-Auto,6936.0,Petrol,2.0
2017,19498.0,Semi-Auto,46889.0,Hybrid,2.0
2019,19849.0,Semi-Auto,14017.0,Petrol,1.5
2019,25549.0,Semi-Auto,14874.0,Diesel,2.0
2017,16498.0,Semi-Auto,63916.0,Hybrid,2.0
2020,30500.0,Semi-Auto,100.0,Diesel,2.0
2019,32495.0,Automatic,7499.0,Petrol,1.5
2019,25490.0,Semi-Auto,10079.0,Petrol,1.5
2019,27990.0,Automatic,101.0,Diesel,2.0
2015,17712.0,Semi-Auto,22958.0,Diesel,1.6
2019,31500.0,Semi-Auto,7000.0,Diesel,2.0
2016,18399.0,Automatic,45250.0,Diesel,2.1
2019,20980.0,Semi-Auto,4908.0,Petrol,1.5
2019,22899.0,Manual,4387.0,Petrol,1.6
2018,22998.0,Semi-Auto,18739.0,Diesel,2.1
2016,21698.0,Semi-Auto,15804.0,Hybrid,2.0
2017,15990.0,Semi-Auto,38051.0,Diesel,2.1
2018,22680.0,Automatic,20039.0,Diesel,2.1
2017,14999.0,Automatic,40272.0,Diesel,2.1
2018,18998.0,Automatic,15000.0,Diesel,2.1
2019,41491.0,Automatic,2430.0,Diesel,2.0
2019,46999.0,Semi-Auto,9962.0,Petrol,3.0
2014,12295.0,Automatic,32391.0,Petrol,1.6
2015,15750.0,Automatic,28953.0,Diesel,2.1
2018,23500.0,Semi-Auto,10240.0,Diesel,2.1
2020,30990.0,Automatic,6000.0,Diesel,2.0
2019,26980.0,Semi-Auto,8072.0,Diesel,2.0
2017,18998.0,Semi-Auto,27493.0,Hybrid,2.1
2019,27696.0,Automatic,11890.0,Diesel,1.6
2019,42699.0,Semi-Auto,24.0,Petrol,3.0
2017,18481.0,Automatic,20179.0,Diesel,2.1
2019,25149.0,Semi-Auto,15184.0,Petrol,1.5
2017,14899.0,Semi-Auto,31475.0,Diesel,2.1
2016,31945.0,Automatic,34765.0,Petrol,3.0
2016,18998.0,Semi-Auto,28388.0,Diesel,1.6
2017,19250.0,Semi-Auto,30796.0,Hybrid,2.0
2019,26449.0,Semi-Auto,7382.0,Petrol,1.5
2019,30399.0,Automatic,5000.0,Diesel,2.0
2016,16500.0,Automatic,51936.0,Diesel,2.1
2016,20895.0,Semi-Auto,35999.0,Diesel,2.1
2018,18998.0,Semi-Auto,15408.0,Petrol,2.0
2020,30999.0,Automatic,1000.0,Diesel,2.0
2019,26480.0,Semi-Auto,15006.0,Diesel,2.0
2019,30500.0,Automatic,4999.0,Petrol,1.6
2018,23449.0,Automatic,7318.0,Petrol,1.5
2018,21990.0,Semi-Auto,1871.0,Petrol,1.5
2019,24290.0,Semi-Auto,5542.0,Petrol,1.6
2019,25549.0,Semi-Auto,15144.0,Diesel,2.0
2018,23498.0,Semi-Auto,5659.0,Petrol,2.0
2018,19999.0,Automatic,24564.0,Diesel,2.1
2019,26795.0,Semi-Auto,22000.0,Diesel,2.0
2015,13699.0,Automatic,41000.0,Diesel,2.1
2016,22900.0,Automatic,33821.0,Diesel,2.1
2020,37249.0,Semi-Auto,1000.0,Diesel,2.0
2019,25749.0,Semi-Auto,11473.0,Petrol,1.5
2018,23995.0,Semi-Auto,12137.0,Diesel,2.1
2019,29480.0,Semi-Auto,6096.0,Petrol,1.5
2017,16700.0,Automatic,32912.0,Diesel,2.1
2019,28180.0,Automatic,11487.0,Diesel,2.0
2015,16899.0,Semi-Auto,30895.0,Diesel,2.1
2013,10190.0,Automatic,60841.0,Diesel,2.1
2017,21491.0,Automatic,21980.0,Diesel,2.1
2019,31499.0,Semi-Auto,3624.0,Diesel,2.0
2017,18999.0,Automatic,23555.0,Diesel,2.1
2019,25399.0,Automatic,6612.0,Petrol,1.5
2019,29399.0,Semi-Auto,283.0,Petrol,1.6
2016,35995.0,Automatic,31719.0,Petrol,4.0
2020,42980.0,Semi-Auto,3999.0,Petrol,3.0
2019,20999.0,Semi-Auto,14663.0,Diesel,2.0
2015,14150.0,Semi-Auto,60597.0,Diesel,2.1
2015,10799.0,Manual,76157.0,Petrol,2.0
2019,41499.0,Semi-Auto,8116.0,Petrol,3.0
2019,25599.0,Semi-Auto,12300.0,Petrol,1.5
2019,31716.0,Semi-Auto,9785.0,Diesel,2.0
2016,17979.0,Automatic,47448.0,Hybrid,2.0
2017,18890.0,Semi-Auto,25066.0,Diesel,2.1
2014,15998.0,Semi-Auto,26216.0,Diesel,2.1
2019,29995.0,Semi-Auto,13.0,Diesel,2.0
2014,14990.0,Automatic,48000.0,Diesel,2.1
2017,20991.0,Semi-Auto,26000.0,Hybrid,2.1
2015,18000.0,Automatic,35229.0,Petrol,2.0
2017,18270.0,Semi-Auto,49783.0,Diesel,2.1
2013,11350.0,Automatic,69000.0,Diesel,2.1
2019,32950.0,Automatic,3061.0,Petrol,2.0
2019,31999.0,Semi-Auto,1000.0,Diesel,2.0
2017,23899.0,Semi-Auto,20604.0,Diesel,2.1
2016,18211.0,Semi-Auto,16206.0,Diesel,2.1
2014,15298.0,Semi-Auto,41416.0,Diesel,2.1
2019,25000.0,Semi-Auto,481.0,Petrol,1.5
2016,16690.0,Semi-Auto,14314.0,Diesel,1.6
2018,22199.0,Automatic,22027.0,Diesel,2.0
2017,42299.0,Semi-Auto,18804.0,Petrol,4.0
2017,15000.0,Manual,30528.0,Petrol,2.0
2020,49998.0,Automatic,1000.0,Petrol,3.0
2017,14990.0,Semi-Auto,76982.0,Hybrid,2.0
2016,19798.0,Semi-Auto,29643.0,Diesel,2.1
2018,26060.0,Automatic,8299.0,Petrol,1.5
2015,16500.0,Automatic,37000.0,Diesel,2.1
2019,26999.0,Semi-Auto,8510.0,Petrol,1.5
2015,12795.0,Automatic,101480.0,Diesel,2.1
2019,60298.0,Automatic,25.0,Petrol,4.0
2017,17099.0,Semi-Auto,15465.0,Diesel,2.1
2017,20349.0,Semi-Auto,10745.0,Diesel,2.1
2015,24500.0,Automatic,91639.0,Petrol,4.0
2019,36999.0,Automatic,499.0,Petrol,1.5
2019,30995.0,Semi-Auto,1.0,Diesel,2.0
2019,67940.0,Automatic,237.0,Petrol,4.0
2016,22991.0,Semi-Auto,9443.0,Petrol,2.0
2019,24980.0,Semi-Auto,4363.0,Petrol,1.5
2019,29980.0,Semi-Auto,2190.0,Diesel,2.0
2016,18149.0,Semi-Auto,7366.0,Petrol,2.0
2016,16449.0,Automatic,27268.0,Diesel,2.1
2017,16189.0,Manual,16946.0,Petrol,2.0
2016,14770.0,Semi-Auto,21745.0,Petrol,2.0
2019,29949.0,Semi-Auto,8208.0,Diesel,2.0
2013,9750.0,Automatic,69700.0,Diesel,2.1
2019,49280.0,Automatic,962.0,Petrol,4.0
2019,33530.0,Automatic,6780.0,Petrol,3.0
2017,16995.0,Semi-Auto,24844.0,Diesel,1.6
2015,14850.0,Automatic,90000.0,Diesel,2.1
2015,13898.0,Manual,17426.0,Petrol,2.0
2016,23920.0,Automatic,18865.0,Diesel,2.1
2019,29995.0,Automatic,9.0,Diesel,2.0
2016,13499.0,Manual,55154.0,Diesel,1.6
2018,33980.0,Semi-Auto,13983.0,Petrol,3.0
2015,12750.0,Automatic,29000.0,Petrol,1.6
2015,15212.0,Semi-Auto,36120.0,Diesel,2.1
2019,25199.0,Semi-Auto,15238.0,Diesel,2.0
2019,25799.0,Automatic,2177.0,Petrol,1.5
2016,17991.0,Automatic,29446.0,Petrol,2.0
2019,28660.0,Automatic,6282.0,Diesel,2.0
2015,14495.0,Manual,23146.0,Petrol,2.0
2019,32498.0,Semi-Auto,11301.0,Diesel,2.0
2019,25099.0,Automatic,3400.0,Petrol,1.6
2019,21749.0,Automatic,5184.0,Petrol,1.5
2019,34099.0,Semi-Auto,6033.0,Petrol,2.0
2019,28000.0,Semi-Auto,10648.0,Petrol,2.0
2019,27086.0,Semi-Auto,5578.0,Diesel,1.6
2019,26291.0,Automatic,6084.0,Diesel,2.0
2019,31995.0,Semi-Auto,37.0,Petrol,2.0
2016,18124.0,Semi-Auto,35999.0,Petrol,2.0
2018,26595.0,Automatic,9055.0,Diesel,2.0
2019,31950.0,Automatic,3000.0,Petrol,1.5
2017,19000.0,Semi-Auto,20070.0,Diesel,2.1
2019,30999.0,Semi-Auto,5831.0,Petrol,2.0
2019,31599.0,Semi-Auto,3092.0,Petrol,1.5
2015,20999.0,Automatic,20000.0,Diesel,2.1
2016,17995.0,Semi-Auto,33000.0,Diesel,2.1
2020,39995.0,Semi-Auto,328.0,Petrol,1.5
2019,26549.0,Automatic,4818.0,Diesel,1.6
2019,29480.0,Semi-Auto,13757.0,Petrol,1.5
2019,25299.0,Semi-Auto,10185.0,Petrol,1.5
2013,11999.0,Automatic,25525.0,Petrol,1.6
2017,20150.0,Semi-Auto,40993.0,Diesel,2.1
2019,28940.0,Automatic,37.0,Petrol,2.0
2019,30900.0,Automatic,2776.0,Petrol,2.0
2015,15400.0,Automatic,41000.0,Diesel,2.1
2017,20990.0,Automatic,18000.0,Diesel,2.1
2017,36000.0,Automatic,45979.0,Petrol,4.0
2017,23981.0,Semi-Auto,55381.0,Diesel,2.1
2016,18498.0,Semi-Auto,31891.0,Hybrid,2.0
2016,13200.0,Manual,52684.0,Diesel,1.6
2019,19599.0,Semi-Auto,15669.0,Petrol,1.5
2019,27000.0,Semi-Auto,6406.0,Diesel,2.0
2019,27889.0,Automatic,6250.0,Petrol,2.0
2015,16710.0,Semi-Auto,48123.0,Diesel,2.1
2015,14850.0,Semi-Auto,44458.0,Diesel,2.1
2019,30149.0,Semi-Auto,10837.0,Diesel,2.0
2019,28589.0,Automatic,7621.0,Diesel,2.0
2019,32099.0,Semi-Auto,707.0,Petrol,2.0
2020,22980.0,Manual,16.0,Petrol,1.6
2019,24700.0,Semi-Auto,12944.0,Diesel,2.0
2015,16999.0,Automatic,55978.0,Diesel,2.1
2015,13000.0,Automatic,67150.0,Diesel,2.1
2019,24699.0,Semi-Auto,6783.0,Petrol,1.5
2017,14990.0,Manual,41647.0,Diesel,2.1
2019,39991.0,Automatic,1987.0,Petrol,2.0
2018,25949.0,Semi-Auto,11961.0,Diesel,2.1
2019,30249.0,Automatic,2225.0,Diesel,2.0
2018,26000.0,Automatic,16250.0,Petrol,1.5
2019,23199.0,Manual,2000.0,Diesel,1.6
2014,8990.0,Automatic,80000.0,Diesel,2.1
2017,21998.0,Automatic,30633.0,Diesel,2.1
2017,28624.0,Semi-Auto,41045.0,Petrol,3.0
2016,19298.0,Semi-Auto,27644.0,Diesel,2.1
2019,26500.0,Semi-Auto,3341.0,Petrol,1.5
2019,29199.0,Semi-Auto,4456.0,Petrol,1.5
2019,25349.0,Semi-Auto,9687.0,Petrol,1.5
2020,35980.0,Semi-Auto,9.0,Diesel,2.0
2019,27998.0,Semi-Auto,10134.0,Diesel,2.0
2016,16960.0,Automatic,21821.0,Diesel,2.1
2017,18500.0,Automatic,38082.0,Diesel,2.1
2016,16998.0,Semi-Auto,21786.0,Diesel,2.1
2015,16990.0,Semi-Auto,11954.0,Diesel,2.1
2019,31980.0,Semi-Auto,3162.0,Petrol,1.5
2019,36199.0,Semi-Auto,9800.0,Petrol,3.0
2016,19495.0,Automatic,45907.0,Hybrid,2.1
2018,29499.0,Automatic,1988.0,Petrol,2.0
2012,7990.0,Automatic,88000.0,Diesel,2.1
2019,29945.0,Automatic,5877.0,Petrol,2.0
2019,30995.0,Automatic,9.0,Diesel,2.0
2019,29549.0,Semi-Auto,5071.0,Diesel,2.0
2019,29980.0,Semi-Auto,2986.0,Diesel,2.0
2019,30999.0,Automatic,1497.0,Petrol,1.5
2019,25949.0,Semi-Auto,12582.0,Diesel,2.0
2020,38400.0,Automatic,2384.0,Diesel,2.0
2017,24000.0,Automatic,17030.0,Diesel,2.1
2018,18265.0,Semi-Auto,16974.0,Diesel,2.1
2019,25449.0,Semi-Auto,13280.0,Petrol,1.5
2018,28750.0,Automatic,7140.0,Diesel,2.0
2017,18999.0,Semi-Auto,21459.0,Diesel,2.1
2018,21691.0,Automatic,3314.0,Petrol,1.5
2017,25995.0,Automatic,16000.0,Diesel,2.1
